line_no,word,pos_list,n_senses,declared_cefr,source_oxford_badge,badge_match,src_cambridge_flag,src_oxford_flag,card_status,card_reason,tags
1862,coverage,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1863,crack,noun|verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1864,craft,noun,3,B2,C1,no,Oxford,Oxford,mismatch,"1/3 senses failed: cefr-mismatch (deck=B2, source=C1 [oxford-badge])",Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1865,crawl,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1866,creativity,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1867,creator,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1868,credibility,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1869,credible,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1870,creep,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1871,crown,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1872,crude,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1873,crush,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1874,crystal,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1875,cult,adjective|noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1876,curiosity,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1877,curious,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1878,custody,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1879,cute,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1880,cutting,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1881,dairy,adjective|noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1882,dam,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1883,damaging,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1884,dare,verb,3,B2,B2,yes,Oxford,Oxford,mismatch,2/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1885,darkness,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1886,database,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1887,dawn,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1888,deadline,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1889,deadly,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1890,dealer,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1891,debris,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1892,debut,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1893,decision-making,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Oxford CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1894,decisive,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1895,deck,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1896,declaration,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1897,dedication,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1898,deed,noun,2,C1,C1,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1899,deem,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1900,default,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1901,defect,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1902,defender,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1903,defensive,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1904,deficiency,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1905,defy,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1906,delegate,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1907,delegation,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1908,delete,verb,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1909,democracy,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1910,democratic,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1911,demon,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1912,demonstration,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1913,denial,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1914,denounce,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1915,dense,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1916,density,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1917,depart,verb,3,B2,B2,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1918,dependence,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1919,dependent,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1920,depict,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1921,deploy,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1922,deployment,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1923,deposit,noun,3,B2,C1,no,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1924,depression,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1925,deprive,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 phrasal_verbs Source::Oxford
1926,deputy,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1927,derive,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 phrasal_verbs Source::Oxford
1928,descend,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1929,descent,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1930,designate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1931,desirable,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1932,desktop,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1933,desperately,adverb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1934,destruction,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1935,destructive,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1936,detain,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1937,detection,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1938,detention,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1939,deteriorate,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1940,determination,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1941,devastate,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1942,devil,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1943,devise,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1944,diagnose,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Oxford CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1945,diagnosis,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1946,dictate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1947,dictator,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1948,differentiate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1949,dignity,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1950,dilemma,noun,2,C1,C1,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1951,dimension,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1952,diminish,verb,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1953,dip,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1954,diplomat,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford old_fashioned Oxford_5000 Source::Oxford
1955,diplomatic,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1956,directory,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1957,disability,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1958,disabled,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1959,disagreement,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1960,disappoint,verb,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1961,disappointment,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1962,disastrous,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1963,discard,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Oxford CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1964,discharge,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1965,disclose,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1966,disclosure,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1967,discourage,verb,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1968,discretion,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1969,discrimination,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1970,dismissal,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1971,disorder,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1972,displace,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1973,disposal,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1974,dispose,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1975,dispute,noun|verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1976,disrupt,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1977,disruption,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1978,dissolve,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1979,distant,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1980,distinction,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
1981,distinctive,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1982,distort,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1983,distract,verb,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1984,distress,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
1985,disturb,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1986,disturbing,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1987,dive,noun|verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
1988,diverse,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1989,diversity,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1990,divert,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1991,divine,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1992,divorce,noun|verb,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1993,doctrine,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1994,documentation,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
1995,domain,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1996,dominance,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1997,donation,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
1998,donor,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
1999,dose,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2000,drain,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2001,dramatically,adverb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2002,drift,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2003,driving,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_3000 Source::Oxford
2004,drought,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2005,drown,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2006,dual,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2007,dub,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2008,dumb,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2009,dump,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms Oxford_5000 Source::Oxford
2010,duo,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2011,duration,noun,2,B2,B2,yes,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
2012,dynamic,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Oxford CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2013,eager,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2014,earnings,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2015,ease,noun|verb,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source; no-per-sense-pos-in-deck; flat-matched,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2016,echo,noun|verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2017,ecological,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2018,economics,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2019,economist,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2020,editorial,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2021,educator,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2022,effectiveness,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2023,efficiency,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2024,efficiently,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2025,ego,noun,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2026,elaborate,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2027,electoral,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2028,electronics,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2029,elementary,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
2030,elevate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
2031,eligible,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2032,elite,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2033,embark,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2034,embarrassment,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
2035,embassy,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2036,embed,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2037,embody,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
2038,emergence,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
